No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,DTI,Accounts,FICO,FICO_Band,Utilization_Band,DTI_Band,DTI_Band_10pct,LoanAmount_Band,Asset_Band,Predicted_Chargeoff_Score
1,20,0,0,0,0,0,1,0,0,0,1,0,1,998,3,0.0,1,718.4000000000001,0.2673052786401634,19488,0,0,0.0,0,,,0.03686371100164204,1,,,Low (10-30%),Target (<36%),3–5%,No debt,501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2873,0,1.0,0,67.0,0.745497564718245,31591,0,1,4456.0,0,,546.0,0.002120857206166313,1,Poor,541-550,High (60-100%),Target (<36%),<1%,Low (1K–5K),>2500,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1737,1,2.0,0,24.0,0.1167043512165605,26876,0,0,0.0,0,,,0.0008929900282780176,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,18,0,0,0,0,0,0,0,0,0,0,1,0,2932,3,1.0,0,381.6,0.1587464883347705,48667,1,0,0.0,0,,523.0,0.007841042184642572,1,Poor,521-530,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,24,0,0,0,0,0,1,0,0,0,0,0,0,910,1,0.0,0,864.0,0.0053293384676388,34016,1,0,0.0,0,,663.0,0.02539981185324553,1,Fair,661-670,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1.0,0,688.0,0.138977782308973,19899,0,0,0.0,0,,,0.034574601738780845,1,,,Low (10-30%),Target (<36%),3–5%,No debt,1501-2000,0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,450,2,2.0,1,925.0,0.0,24161,0,1,3628.0,0,,643.0,0.03828483920367534,1,Fair,641-650,Very Low (<10%),Target (<36%),3–5%,Low (1K–5K),<500,0
0,22,0,0,1,0,0,0,0,1,0,0,1,0,1210,2,1.0,0,34.0,0.3997869176879378,22353,1,0,0.0,0,,634.0,0.001521048628819398,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,349,2,1.0,0,955.0,0.3028626141927312,31365,0,0,0.0,0,,646.0,0.030447951538338913,1,Fair,641-650,Moderate (30-60%),Target (<36%),3–5%,No debt,<500,0
0,18,0,0,0,0,0,1,0,0,1,0,0,0,2278,3,1.0,0,61.6,0.2385891118676444,47488,0,0,0.0,0,,611.0,0.0012971698113207546,1,Fair,611-620,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,1,1,0,1648,2,1.0,1,1060.8,0.0,21110,0,0,0.0,1,,,0.05025106584557082,1,,,Very Low (<10%),Target (<36%),5–7%,No debt,1501-2000,1
0,22,0,0,0,0,0,1,0,0,0,0,0,0,124,0,2.0,0,189.0,0.2497145332707893,29578,1,1,16427.0,0,,511.0,0.00638988437352086,1,Poor,511-520,Low (10-30%),Target (<36%),<1%,Very High (>15K),<500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,1.0,0,736.0,0.1013447419898501,48466,0,1,14383.0,0,,625.0,0.015185903519993398,1,Fair,621-630,Low (10-30%),Target (<36%),1–3%,High (10K–15K),>2500,0
1,20,0,0,0,0,0,1,0,0,0,0,1,0,2315,0,2.0,0,601.6,0.251665739782032,49195,1,0,0.0,0,,,0.012228885049293628,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,1,718,1,2.0,0,118.0,0.0,24277,1,0,0.0,0,,516.0,0.004860567615438481,1,Poor,511-520,Very Low (<10%),Target (<36%),<1%,No debt,501-1000,0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,1619,2,2.0,0,210.4,0.3913652090935091,26412,1,0,0.0,0,,640.0,0.007966076026048766,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2390,3,2.0,0,787.2,0.5096004240329015,36227,0,1,10864.7,0,,510.0,0.021729649156706325,1,Poor,501-510,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),2001-2500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2264,2,2.0,0,626.4000000000001,0.12522205104409,36540,0,1,4505.9,0,,,0.017142857142857144,1,,,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),2001-2500,0
0,22,0,0,1,0,0,0,0,0,0,0,0,1,177,3,1.0,0,382.0,0.2181125292373681,44937,0,0,0.0,1,55.31520428697067,665.0,0.008500789994881724,1,Fair,661-670,Low (10-30%),Target (<36%),<1%,No debt,<500,1
1,18,0,0,0,0,0,1,0,0,0,0,1,0,2414,0,1.0,1,730.4000000000001,0.3108173559300871,21880,0,0,0.0,0,,,0.03338208409506399,1,,,Moderate (30-60%),Target (<36%),3–5%,No debt,2001-2500,0
0,24,0,0,0,0,0,1,1,1,0,1,0,1,2250,0,0.0,0,138.0,0.3298025779539982,33271,1,0,0.0,1,,654.0,0.00414775630428902,1,Fair,651-660,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,1
0,18,0,0,1,0,0,0,0,0,0,0,1,0,2935,0,0.0,0,748.0,0.3555375476046839,24957,0,0,0.0,1,1453.962216424107,566.0,0.02997155106783668,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,1
1,21,0,0,1,0,0,0,0,1,0,0,0,0,2792,1,0.0,0,440.0,0.1348587842573662,25284,0,0,0.0,1,,,0.017402309761113746,1,,,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1952,2,2.0,0,284.8,0.0,19849,0,0,0.0,0,,561.0,0.014348329890674593,1,Poor,561-570,Very Low (<10%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,1,0,0,0,0,1,0,1,1,0,1131,2,0.0,0,642.4000000000001,0.0,20943,1,0,0.0,1,,,0.03067373346702956,1,,,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,1
0,21,0,0,0,0,0,0,0,0,0,0,0,0,746,2,1.0,0,389.6,0.247679478959488,21361,1,0,0.0,0,,634.0,0.018238846495950565,1,Fair,631-640,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,23,0,0,1,0,0,1,0,0,0,1,0,0,183,1,0.0,0,63.0,0.5772964002451522,40592,0,0,0.0,0,,503.0,0.0015520299566417028,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,No debt,<500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,2763,1,0.0,0,782.0,0.402496945425958,50968,0,1,16555.0,0,,567.0,0.015342960288808664,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),>2500,0
0,21,0,0,0,0,0,1,1,0,1,0,1,0,2703,3,1.0,0,181.6,0.1236938478116883,32471,0,0,0.0,0,,533.0,0.005592682701487481,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1581,3,3.0,0,455.0,0.1979733118032022,51108,1,1,14672.0,0,,,0.008902715817484542,1,,,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,25,0,0,0,0,0,1,0,0,1,0,1,0,2048,2,1.0,0,952.0,0.2635518549849096,46136,1,0,0.0,0,,585.0,0.020634645396219873,1,Fair,581-590,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2585,3,1.0,1,1104.0,0.0783376952461959,51360,0,0,0.0,0,,,0.02149532710280374,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,>2500,0
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1277,1,1.0,1,1504.0,0.4401927396175522,31149,0,0,0.0,0,,540.0,0.048284054062730744,1,Poor,531-540,Moderate (30-60%),Target (<36%),3–5%,No debt,1001-1500,0
0,23,0,0,0,0,0,0,0,0,1,0,0,0,1356,0,2.0,0,203.0,0.2058115251064992,20090,0,1,11251.0,0,,513.0,0.010104529616724738,1,Poor,511-520,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,24,0,0,0,0,0,0,0,1,0,0,0,0,568,2,1.0,0,664.0,0.1357455962456598,32782,1,0,0.0,0,,642.0,0.020255017997681656,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,20,0,0,0,0,0,0,1,0,0,0,1,0,416,1,2.0,1,638.4000000000001,0.1787686407320199,29169,0,0,0.0,0,,646.0,0.021886249100071996,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1062,0,1.0,0,763.2,0.2253398553999868,49568,0,1,7937.299999999999,0,,,0.015397030342156231,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
0,25,0,0,0,0,0,0,0,0,1,0,0,0,2951,3,1.0,0,477.0,0.1001686825000128,50349,0,0,0.0,0,,591.0,0.009473872370851457,1,Fair,591-600,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,20,0,0,1,0,0,0,0,1,0,1,1,0,1259,1,0.0,1,1580.0,0.1543253226716142,21986,0,0,0.0,0,,592.0,0.071863913399436,1,Fair,591-600,Low (10-30%),Target (<36%),7–10%,No debt,1001-1500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,1,2389,1,2.0,0,555.0,0.3733808855212508,27252,1,1,15878.0,0,,568.0,0.020365477763099955,1,Poor,561-570,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),2001-2500,0
0,23,0,0,0,0,0,0,1,0,1,0,1,0,845,1,1.0,0,55.0,0.7381653501694735,33218,0,0,0.0,0,,670.0,0.0016557288217231621,1,Good,661-670,High (60-100%),Target (<36%),<1%,No debt,501-1000,0
0,22,0,0,1,0,0,1,0,1,0,0,1,0,1873,0,1.0,0,555.0,0.4632455290153184,18290,0,1,9968.0,0,,558.0,0.030344450519409514,1,Poor,551-560,Moderate (30-60%),Target (<36%),3–5%,Moderate (5K–10K),1501-2000,0
0,18,0,0,0,0,0,0,1,1,0,0,0,0,164,0,0.0,0,268.0,0.1571702634588547,44777,0,1,1976.8,0,,573.0,0.005985215624092727,1,Poor,571-580,Low (10-30%),Target (<36%),<1%,Low (1K–5K),<500,0
1,22,0,0,1,0,0,0,0,1,0,0,0,0,800,0,1.0,0,93.0,0.134429350833874,25746,1,1,3594.0,1,,,0.0036122116056863203,1,,,Low (10-30%),Target (<36%),<1%,Low (1K–5K),501-1000,1
1,22,0,0,0,0,0,1,0,0,1,0,0,0,2080,3,2.0,0,542.0,0.1615213404258593,37782,1,0,0.0,0,,,0.014345455507913822,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1803,3,2.0,0,126.0,0.2047416729344704,45113,1,0,0.0,0,,537.0,0.002792986500565247,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
1,20,0,0,0,0,0,0,0,0,0,0,1,1,1378,0,1.0,0,280.0,0.2636554329301489,22415,1,1,7573.299999999999,0,,,0.01249163506580415,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2137,1,2.0,0,532.8000000000001,0.0,22383,0,0,0.0,0,,,0.023803779654201853,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,2001-2500,0
0,18,0,0,1,0,0,0,0,1,0,1,1,0,1302,2,2.0,0,496.0,0.1757890842717558,44003,0,0,0.0,0,,617.0,0.011271958730086585,1,Fair,611-620,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2189,3,3.0,0,568.0,0.3209765458787434,35975,1,0,0.0,0,,,0.015788742182070884,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,416,3,3.0,0,522.0,0.2403527021884773,19740,0,0,0.0,0,,531.0,0.026443768996960486,1,Poor,531-540,Low (10-30%),Target (<36%),1–3%,No debt,<500,0
1,19,0,0,1,0,0,0,0,1,1,0,0,0,2613,3,1.0,0,228.8,0.264336148985697,33034,1,1,8976.8,0,,,0.006926197251316825,1,,,Low (10-30%),Target (<36%),<1%,Moderate (5K–10K),>2500,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2989,2,0.0,0,84.0,0.1139506871765837,50091,0,0,0.0,0,,,0.0016769479547224053,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
0,18,0,0,0,0,0,1,0,0,0,0,1,0,2422,0,2.0,0,102.4,0.4910332327007883,42568,1,0,0.0,0,,598.0,0.002405562864123285,1,Fair,591-600,Moderate (30-60%),Target (<36%),<1%,No debt,2001-2500,0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1404,0,0.0,0,23.200000000000003,0.3249180324596123,35448,1,1,3880.1,0,,,0.0006544798013992328,1,,,Moderate (30-60%),Target (<36%),<1%,Low (1K–5K),1001-1500,0
0,23,0,0,1,0,0,0,0,1,0,1,0,0,806,1,1.0,0,758.0,0.1064163295094745,48259,0,1,17747.0,0,,562.0,0.015706914772374066,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,Very High (>15K),501-1000,0
0,23,0,0,0,0,0,1,0,0,1,0,0,0,489,1,0.0,0,242.0,0.6630452262348384,49369,0,0,0.0,0,,676.0,0.0049018614920294116,1,Good,671-680,High (60-100%),Target (<36%),<1%,No debt,<500,0
1,24,0,0,1,0,0,1,0,1,0,0,1,0,405,2,0.0,0,111.0,0.0448826744068558,43420,0,0,0.0,1,,,0.002556425610317826,1,,,Very Low (<10%),Target (<36%),<1%,No debt,<500,1
1,21,0,0,0,0,0,0,0,0,0,0,0,0,590,2,0.0,0,520.0,0.0,37993,0,0,0.0,0,,,0.013686731766378017,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1676,1,1.0,0,196.0,0.1392607539598489,34441,1,0,0.0,0,,,0.005690891669812142,1,,,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
0,25,0,0,1,0,0,1,1,1,1,0,1,0,2660,3,2.0,0,606.0,0.1,48406,0,1,3425.0,1,,580.0,0.012519109201338677,1,Fair,571-580,Low (10-30%),Target (<36%),1–3%,Low (1K–5K),>2500,1
0,22,0,0,0,0,0,0,0,0,0,0,1,0,897,0,0.0,0,118.0,0.5186959636537642,25045,1,0,0.0,0,,576.0,0.004711519265322419,1,Poor,571-580,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
0,24,0,0,0,0,0,1,0,0,0,0,0,0,2150,1,1.0,0,894.0,0.0618816937629185,26439,0,0,0.0,0,,563.0,0.03381368432996709,1,Poor,561-570,Very Low (<10%),Target (<36%),3–5%,No debt,2001-2500,0
1,20,0,0,1,0,0,0,0,0,0,0,0,0,470,0,1.0,0,412.8,0.3737061186330546,20702,0,0,0.0,1,1403.0748897337176,,0.01994010240556468,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,<500,1
1,25,0,0,1,0,0,1,1,1,1,1,0,1,770,1,1.0,0,799.0,0.5434742988314505,34620,0,0,0.0,0,,,0.023079145002888504,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1933,1,1.0,0,536.0,0.0037297724756258,18168,0,1,15114.4,0,,547.0,0.029502421840598855,1,Poor,541-550,Very Low (<10%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,19,0,0,0,0,0,0,0,0,1,0,1,0,880,1,0.0,1,241.6,0.499059613097855,22632,1,1,14732.9,0,,628.0,0.010675150229763166,1,Fair,621-630,Moderate (30-60%),Target (<36%),1–3%,High (10K–15K),501-1000,0
1,20,0,0,0,0,0,0,0,0,0,0,1,1,1770,3,1.0,0,227.2,0.3365780834413747,23074,1,1,15621.9,0,,,0.009846580566871804,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),1501-2000,0
1,19,0,0,0,0,0,1,0,0,0,0,1,0,1477,2,0.0,0,488.8,0.0,24703,0,1,12645.5,0,,,0.019787070396308143,1,,,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,21,0,0,0,0,0,0,0,0,0,0,1,0,2727,1,0.0,0,712.8000000000001,0.1027431632993592,41457,0,1,12909.4,0,,509.0,0.017193718792966207,1,Poor,501-510,Low (10-30%),Target (<36%),1–3%,High (10K–15K),>2500,0
1,18,0,0,0,0,0,0,0,0,0,0,1,0,423,2,0.0,0,88.80000000000001,0.0871501234613031,39677,1,1,9341.5,0,,,0.002238072434911914,1,,,Very Low (<10%),Target (<36%),<1%,Moderate (5K–10K),<500,0
0,24,0,0,0,0,0,1,0,1,1,0,0,0,509,1,2.0,0,19.0,0.4449791946592671,19758,0,0,0.0,0,,508.0,0.0009616357930964673,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
0,24,0,0,0,0,0,1,0,1,0,0,0,0,203,3,0.0,0,359.0,0.5822000834190812,19969,0,1,19018.0,1,,619.0,0.017977865691822324,1,Fair,611-620,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),<500,1
0,21,0,0,0,0,0,0,0,1,0,1,0,0,1229,2,0.0,1,1067.2,0.6520361425780412,20260,0,0,0.0,1,,636.0,0.05267522211253702,1,Fair,631-640,High (60-100%),Target (<36%),5–7%,No debt,1001-1500,1
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1888,3,2.0,0,459.0,0.4089200432616831,39652,0,0,0.0,0,,643.0,0.011575708665388883,1,Fair,641-650,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,19,0,0,0,0,0,1,0,0,0,0,0,1,2498,0,0.0,1,122.4,0.2686822576310177,37949,0,0,0.0,0,,,0.003225381432975836,1,,,Low (10-30%),Target (<36%),<1%,No debt,2001-2500,0
1,24,0,0,0,0,0,0,1,0,1,0,1,0,2945,0,1.0,0,124.0,0.1736109318718953,28619,0,0,0.0,0,,,0.004332785911457423,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,22,0,0,0,0,0,0,1,0,0,0,0,0,1474,3,3.0,0,892.0,0.1676694885712218,20148,1,1,7188.0,0,,,0.04427238435576732,1,,,Low (10-30%),Target (<36%),3–5%,Moderate (5K–10K),1001-1500,0
1,18,0,0,0,0,0,0,0,1,0,0,0,0,795,2,2.0,0,379.2000000000001,0.5199213234409619,38890,1,1,16211.999999999998,0,,,0.009750578554898434,1,,,Moderate (30-60%),Target (<36%),<1%,Very High (>15K),501-1000,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0.0,0,476.0,0.1153753673580713,54568,0,0,0.0,0,,,0.008723061134730977,1,,,Low (10-30%),Target (<36%),<1%,No debt,<500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,2432,1,0.0,0,248.0,0.1958724919862799,22176,0,0,0.0,0,,,0.011183261183261184,1,,,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,2134,2,2.0,1,1344.0,0.1217357859080819,48275,0,0,0.0,0,,643.0,0.027840497151734853,1,Fair,641-650,Low (10-30%),Target (<36%),1–3%,No debt,2001-2500,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1063,0,0.0,0,287.0,0.263038221432877,22971,0,0,0.0,0,,667.0,0.012494014191807061,1,Fair,661-670,Low (10-30%),Target (<36%),1–3%,No debt,1001-1500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0.0,0,771.2,0.3534922029099854,44814,0,1,17409.699999999997,0,,,0.017208907930557415,1,,,Moderate (30-60%),Target (<36%),1–3%,Very High (>15K),1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,1,0,1894,1,1.0,0,352.0,0.3549183513059873,37813,0,0,0.0,0,,583.0,0.009308967815301616,1,Fair,581-590,Moderate (30-60%),Target (<36%),<1%,No debt,1501-2000,0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,122,2,0.0,1,1666.0,0.2066709395599468,44691,1,1,10079.0,0,,551.0,0.03727819918999351,1,Poor,551-560,Low (10-30%),Target (<36%),3–5%,High (10K–15K),<500,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1710,2,1.0,0,182.0,0.1663465969806581,25630,0,0,0.0,0,,542.0,0.007101053452984784,1,Poor,541-550,Low (10-30%),Target (<36%),<1%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,0,0,1,0,0,0,285,0,0.0,0,337.6,0.0492944405167544,20814,0,0,0.0,0,,,0.016219852022677044,1,,,Very Low (<10%),Target (<36%),1–3%,No debt,<500,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1529,2,1.0,0,375.0,0.713731423710544,33529,0,0,0.0,0,,569.0,0.011184347877956396,1,Poor,561-570,High (60-100%),Target (<36%),1–3%,No debt,1501-2000,0
0,22,0,0,1,0,0,1,0,1,0,1,0,0,2128,0,1.0,1,1119.0,0.7330121017900443,24428,1,0,0.0,0,,556.0,0.04580808907810709,1,Poor,551-560,High (60-100%),Target (<36%),3–5%,No debt,2001-2500,0
0,20,0,0,0,0,0,0,1,0,0,0,0,1,945,0,0.0,0,68.8,0.5128747320285674,49207,0,1,9171.4,0,,639.0,0.0013981750563944154,1,Fair,631-640,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2966,1,0.0,1,963.2,0.3149454889969996,51959,1,0,0.0,0,,657.0,0.018537693181162072,1,Fair,651-660,Moderate (30-60%),Target (<36%),1–3%,No debt,>2500,0
0,21,0,0,0,0,0,1,1,0,0,0,0,0,1988,3,1.0,0,15.2,0.0448123075095089,36105,1,0,0.0,0,,652.0,0.0004209943221160504,1,Fair,651-660,Very Low (<10%),Target (<36%),<1%,No debt,1501-2000,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1847,1,1.0,0,67.0,0.1803741098448154,23183,1,1,12196.0,0,,535.0,0.0028900487426131217,1,Poor,531-540,Low (10-30%),Target (<36%),<1%,High (10K–15K),1501-2000,0
0,25,0,0,0,0,0,0,1,1,0,1,1,0,2559,0,1.0,0,113.0,0.2818939577773341,22718,0,0,0.0,0,,596.0,0.00497402940399683,1,Fair,591-600,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,2.0,0,481.6,0.26436939257827,45573,0,1,6388.9,0,,,0.01056766067627762,1,,,Low (10-30%),Target (<36%),1–3%,Moderate (5K–10K),>2500,0
0,25,0,0,1,0,0,0,0,1,0,1,1,0,1828,0,1.0,0,188.0,0.0861702971046921,34151,0,1,19640.0,1,,618.0,0.005504963251442125,1,Fair,611-620,Very Low (<10%),Target (<36%),<1%,Very High (>15K),1501-2000,1
1,25,0,0,0,0,0,0,0,1,0,0,0,0,188,1,1.0,0,470.0,0.1844987949458338,39905,0,1,16353.0,1,,,0.011777972685127177,1,,,Low (10-30%),Target (<36%),1–3%,Very High (>15K),<500,1
0,23,0,0,0,0,0,0,0,1,0,0,0,0,654,1,2.0,0,172.0,0.3522533253643469,21740,0,1,10904.0,1,,505.0,0.007911683532658694,1,Poor,501-510,Moderate (30-60%),Target (<36%),<1%,High (10K–15K),501-1000,1
0,25,0,0,0,0,0,0,0,0,0,0,0,0,593,3,2.0,1,1044.0,0.0786989284018968,54743,0,0,0.0,0,,614.0,0.019070931443289554,1,Fair,611-620,Very Low (<10%),Target (<36%),1–3%,No debt,501-1000,0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,766,3,0.0,0,115.0,0.2588944274259365,18858,0,0,0.0,0,,577.0,0.0060982076572277015,1,Poor,571-580,Low (10-30%),Target (<36%),<1%,No debt,501-1000,0
1,23,0,0,0,0,0,1,0,0,0,0,0,0,887,0,0.0,1,888.0,0.3566824852324467,38136,0,0,0.0,0,,,0.02328508495909377,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,501-1000,0
1,20,0,0,0,0,0,0,1,0,0,0,0,0,1398,2,2.0,1,627.2,0.0219061399098771,25463,0,1,10153.5,0,,,0.024631818717354596,1,,,Very Low (<10%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,697,2,1.0,0,224.8,0.3185779732241078,30254,1,1,6638.799999999999,0,,563.0,0.007430422423481193,1,Poor,561-570,Moderate (30-60%),Target (<36%),<1%,Moderate (5K–10K),501-1000,0
0,21,0,0,1,0,0,0,0,0,0,0,0,0,2824,0,2.0,0,423.2000000000001,0.1746800473545107,38741,0,0,0.0,1,551.5295436492701,676.0,0.010923827469605846,1,Good,671-680,Low (10-30%),Target (<36%),1–3%,No debt,>2500,1
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1361,2,2.0,0,596.0,0.2319965788786128,25593,1,1,11532.0,0,,,0.023287617707967022,1,,,Low (10-30%),Target (<36%),1–3%,High (10K–15K),1001-1500,0
0,23,0,0,1,0,0,0,0,1,0,0,1,0,615,3,2.0,0,277.0,0.5380723159806623,47300,0,0,0.0,0,,535.0,0.005856236786469344,1,Poor,531-540,Moderate (30-60%),Target (<36%),<1%,No debt,501-1000,0
1,22,0,0,0,0,0,0,0,0,0,0,0,1,968,1,0.0,0,226.0,0.0805197973876592,29544,0,1,3356.0,0,,,0.007649607365285676,1,,,Very Low (<10%),Target (<36%),<1%,Low (1K–5K),501-1000,0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,442,1,1.0,0,315.0,0.1205226578347883,31785,0,0,0.0,0,,510.0,0.009910335063709298,1,Poor,501-510,Low (10-30%),Target (<36%),<1%,No debt,<500,0
0,24,0,0,0,0,0,1,0,0,1,0,1,1,958,3,1.0,0,596.0,0.2898967807511228,49045,0,0,0.0,0,,564.0,0.012152105209501479,1,Poor,561-570,Low (10-30%),Target (<36%),1–3%,No debt,501-1000,0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1080,0,2.0,0,930.0,0.0923158051977641,23902,0,0,0.0,0,,506.0,0.03890887791816584,1,Poor,501-510,Very Low (<10%),Target (<36%),3–5%,No debt,1001-1500,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,1133,3,3.0,0,66.4,0.1500093279721611,43104,0,0,0.0,0,,,0.0015404602821083892,1,,,Low (10-30%),Target (<36%),<1%,No debt,1001-1500,0
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1972,3,0.0,0,477.0,0.4947442355449257,19209,0,0,0.0,0,,,0.024832109948461658,1,,,Moderate (30-60%),Target (<36%),1–3%,No debt,1501-2000,0
1,18,0,0,0,0,0,0,1,0,0,0,0,0,2587,3,2.0,0,104.8,0.2365180762512867,45351,0,0,0.0,0,,,0.0023108641485303522,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
1,20,0,0,1,0,0,0,0,1,0,0,0,1,2739,1,0.0,0,76.0,0.1216207485478776,39645,0,0,0.0,0,,,0.0019170134947660486,1,,,Low (10-30%),Target (<36%),<1%,No debt,>2500,0
