No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V,FICO_Imputed
0,24,0,0,0,0,0,0,1,0,0,0,0,0,2452,3,1.0,0,958.0,0.2010122120249371,44547,1,0,0.0,0,,638.0,638
1,19,0,0,0,0,0,0,0,0,0,0,0,0,137,2,1.0,1,619.2,0.1405170820172158,31357,0,0,0.0,0,,,999
0,20,0,0,0,0,0,1,0,0,0,0,0,0,543,2,1.0,0,122.4,0.1642265556570531,24155,0,0,0.0,0,,659.0,659
1,19,0,0,1,0,0,1,0,1,1,0,0,0,270,2,1.0,0,316.0,0.2261381780779185,37403,0,1,13269.2,1,,,999
1,19,0,0,0,0,0,1,1,0,0,0,1,0,1878,1,0.0,0,696.0,0.459978746375861,33379,0,1,3704.4,0,,,999
0,24,0,0,0,0,0,1,1,0,0,0,0,0,2496,0,2.0,0,436.0,0.5772901666737078,43072,0,1,11214.0,0,,536.0,536
0,23,0,0,0,0,0,0,0,0,0,0,1,0,948,2,0.0,0,56.0,0.300373605274244,28531,0,1,13312.0,0,,680.0,680
1,20,0,0,0,0,0,0,0,1,0,1,1,1,2736,1,2.0,0,479.2000000000001,0.0232068708005193,35920,1,1,9825.9,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,0,0,196,2,1.0,0,50.0,0.0923194797633335,35527,0,0,0.0,0,,675.0,675
1,18,0,0,0,0,0,0,0,0,1,0,0,1,1049,2,1.0,1,1097.6,0.4506625950928841,40839,0,1,13321.7,0,,,999
1,24,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.0,1,1406.0,0.1,34687,1,0,0.0,0,,,999
1,20,0,0,1,0,0,0,0,1,0,0,0,0,1118,0,1.0,0,209.6,0.1598467945783258,29560,0,0,0.0,1,,,999
0,25,0,0,0,0,0,0,0,1,0,0,0,0,841,3,3.0,0,264.0,0.4758540707207776,54563,0,0,0.0,1,,506.0,506
0,25,0,0,0,0,0,0,0,0,0,0,1,1,116,0,1.0,0,212.0,0.390764929763343,36790,0,0,0.0,0,,635.0,635
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1739,3,1.0,0,418.0,0.315754178743922,23435,1,0,0.0,0,,,999
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1763,1,1.0,0,296.0,0.3021018907946445,44071,1,1,15280.999999999998,0,,584.0,584
0,18,0,0,1,0,0,0,0,1,0,1,0,1,1155,1,0.0,0,247.2,0.3564283818982801,27398,0,0,0.0,1,,561.0,561
0,19,0,0,0,0,0,0,0,0,0,0,0,0,246,3,2.0,1,1288.8000000000002,0.2765594654633383,44155,1,1,10154.9,0,,616.0,616
1,24,0,0,1,0,0,0,0,0,1,1,1,0,2582,1,1.0,0,902.0,0.2723481863748345,24159,0,0,0.0,0,,,999
1,18,0,0,1,0,0,0,1,1,0,1,0,0,2049,1,2.0,0,155.20000000000002,0.2925345982725549,41164,0,0,0.0,1,,,999
1,18,0,0,0,0,0,1,1,0,1,0,1,0,2406,1,0.0,0,195.2,0.5917348336040922,42232,1,1,8436.4,0,,,999
1,19,0,0,0,0,0,0,0,0,1,0,1,0,2010,3,0.0,0,44.8,0.0,35718,0,1,11636.1,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1274,2,2.0,0,122.4,0.3358547988075723,53713,0,1,7592.2,0,,652.0,652
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1291,1,2.0,0,249.0,0.3219691890528698,19878,0,0,0.0,0,,664.0,664
0,21,0,0,0,0,0,1,0,0,1,0,0,0,507,2,1.0,0,31.200000000000003,0.3255190795445042,54837,1,1,5415.9,0,,628.0,628
1,24,0,0,0,0,0,0,0,0,0,0,0,1,2296,2,1.0,0,423.0,0.0907518040118492,42054,0,0,0.0,0,,,999
0,24,0,0,0,0,0,1,0,0,0,0,1,1,1243,1,1.0,0,705.0,0.2405594140631585,22685,0,0,0.0,0,,565.0,565
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1044,3,3.0,0,155.0,0.3044856389878119,37239,0,1,3875.0,0,,635.0,635
0,19,0,0,0,0,0,0,0,0,0,0,1,0,1602,3,2.0,0,573.6,0.0670171952358764,30405,0,0,0.0,0,,564.0,564
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1434,1,1.0,0,421.6,0.2764837372764007,43811,1,0,0.0,0,,506.0,506
1,19,0,0,0,0,0,0,1,1,0,1,0,0,121,2,2.0,0,84.0,0.1867075989885576,36868,0,0,0.0,1,,,999
0,23,0,0,0,0,0,1,0,0,0,0,1,0,2191,3,0.0,0,324.0,0.309871741260587,24725,0,0,0.0,0,,579.0,579
0,22,0,0,0,0,0,1,1,1,1,0,0,0,2868,1,1.0,0,771.0,0.2814693522590686,34470,0,0,0.0,1,,553.0,553
1,21,0,0,0,0,0,1,0,1,1,1,1,0,2280,3,0.0,0,461.6,0.1547840125484772,47523,1,0,0.0,1,,,999
0,22,0,0,0,0,0,0,0,0,0,0,1,0,1287,0,2.0,0,753.0,0.3865340573376515,37119,0,0,0.0,0,,524.0,524
1,23,0,0,1,0,0,0,0,1,0,0,0,1,1147,0,1.0,0,918.0,0.3294835658032348,32312,0,0,0.0,1,,,999
0,20,0,0,1,0,0,0,0,1,1,0,0,1,917,2,0.0,0,144.8,0.0804376005786579,51640,0,1,5268.2,0,,655.0,655
0,20,0,0,1,0,0,0,0,1,0,0,0,0,1959,1,2.0,1,825.6,0.0430275476976047,42505,0,0,0.0,0,,588.0,588
0,22,0,0,0,0,0,0,0,0,0,0,1,0,724,2,2.0,0,666.0,0.1490551381908619,45018,0,1,11944.0,0,,591.0,591
0,18,0,0,1,0,0,0,1,1,0,0,0,0,1067,0,0.0,0,88.80000000000001,0.0427754342324359,31377,0,1,16675.399999999998,0,,502.0,502
0,23,0,0,0,0,0,0,0,0,0,0,0,0,810,2,1.0,0,392.0,0.1608416061021332,51764,0,0,0.0,0,,552.0,552
0,20,0,0,1,0,0,0,1,1,0,0,1,1,692,0,2.0,0,190.4,0.2261396824647845,54276,0,1,12066.6,0,,636.0,636
1,21,0,0,0,0,0,0,0,0,0,0,0,0,1977,2,1.0,0,688.0,0.138977782308973,19899,0,0,0.0,0,,,999
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1321,2,2.0,0,504.0,0.1903904321459522,47858,0,0,0.0,0,,525.0,525
1,19,0,0,0,0,0,1,0,0,0,0,0,0,1372,3,1.0,0,777.6,0.0908818181940397,21062,0,0,0.0,0,,,999
0,22,0,0,0,0,0,1,0,0,1,0,1,0,2925,1,1.0,0,662.0,0.7390515461809914,29108,1,1,4962.0,0,,630.0,630
1,23,0,0,1,0,0,0,0,1,0,0,0,0,830,0,2.0,0,985.0,0.4716482778288982,33990,0,0,0.0,1,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2226,2,0.0,0,456.0,0.1317157067899495,31411,0,1,4538.099999999999,0,,668.0,668
1,19,0,0,0,0,0,1,0,0,0,0,0,0,1982,2,1.0,0,560.8000000000001,0.1472791572496014,34589,0,0,0.0,0,,,999
0,25,0,0,1,0,0,1,0,1,1,0,1,0,199,0,1.0,0,119.0,0.1677564306291136,23933,0,0,0.0,1,,556.0,556
1,22,0,0,0,0,0,1,0,0,1,0,1,1,1855,2,1.0,0,525.0,0.4714828085967956,40218,0,1,19443.0,0,,,999
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1201,2,0.0,0,603.0,0.270012965804304,38528,0,0,0.0,0,,654.0,654
0,24,0,0,0,0,0,0,1,1,0,1,0,0,2436,2,1.0,0,269.0,0.4231309898369315,26595,0,1,3546.0,1,,551.0,551
1,24,0,0,1,0,0,1,0,1,0,0,1,0,405,2,0.0,0,111.0,0.0448826744068558,43420,0,0,0.0,1,,,999
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2264,2,2.0,0,626.4000000000001,0.12522205104409,36540,0,1,4505.9,0,,,999
0,18,0,0,1,0,0,0,0,1,0,1,1,0,1302,2,2.0,0,496.0,0.1757890842717558,44003,0,0,0.0,0,,617.0,617
1,25,0,0,1,0,0,0,0,1,0,1,1,1,1950,0,0.0,0,239.0,0.4833717806008639,31031,1,0,0.0,1,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2065,1,0.0,1,956.8,0.3203103719912851,23776,0,1,6876.099999999999,0,,673.0,673
0,23,0,0,0,0,0,0,0,1,0,1,0,0,1038,0,0.0,1,485.0,0.1626664356089271,36344,0,0,0.0,1,,678.0,678
0,25,0,0,0,0,0,1,0,0,1,0,0,1,1053,0,1.0,0,316.0,0.3537186355443321,25460,0,0,0.0,0,,551.0,551
0,20,0,0,0,0,0,0,0,0,0,0,1,0,2109,1,1.0,1,1628.0,0.0520310281005818,48176,1,0,0.0,0,,664.0,664
0,24,0,0,0,0,0,0,0,0,0,0,1,0,119,1,2.0,1,530.0,0.4804265201701621,39346,0,0,0.0,0,,555.0,555
1,20,0,0,1,0,0,1,0,1,1,1,1,1,2246,0,1.0,0,722.4000000000001,0.3170492277622,47334,0,0,0.0,0,,,999
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2400,0,0.0,0,647.0,0.7338425722883906,41501,1,1,6887.0,0,,677.0,677
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2404,2,2.0,0,298.40000000000003,0.2199461663890367,45256,1,0,0.0,0,,,999
1,21,0,0,1,0,0,0,0,1,1,1,0,0,2362,2,1.0,1,728.0,0.1641395520842928,27245,1,1,11375.0,1,,,999
0,18,0,0,0,0,0,0,0,0,0,0,0,0,731,1,1.0,0,624.8000000000001,0.3118066629631855,19150,1,0,0.0,0,,593.0,593
0,19,0,0,0,0,0,0,0,0,0,0,0,0,585,3,1.0,1,322.40000000000003,0.0420322210912654,49033,0,0,0.0,0,,663.0,663
1,22,0,0,0,0,0,1,0,0,1,0,0,0,2519,3,2.0,0,642.0,0.0958942049068253,32386,1,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,1,2322,0,0.0,0,602.0,0.3844731118923794,45867,1,1,8697.0,0,,555.0,555
0,19,0,0,0,0,0,0,0,0,0,0,0,0,437,3,0.0,0,336.8,0.3562467127670772,28797,0,0,0.0,0,,657.0,657
0,24,0,0,0,0,0,0,0,0,0,0,1,0,2389,3,2.0,0,54.0,0.4734568330512768,26833,0,0,0.0,0,,679.0,679
0,21,0,0,0,0,0,0,0,0,1,0,0,0,1661,0,2.0,0,775.2,0.1387570924476476,50626,0,1,9501.1,0,,595.0,595
1,20,0,0,1,0,0,1,0,1,1,1,0,0,2327,2,2.0,0,460.8,0.1453083171115776,28623,1,0,0.0,1,,,999
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1080,0,2.0,0,930.0,0.0923158051977641,23902,0,0,0.0,0,,506.0,506
0,21,0,0,0,0,0,1,0,0,1,0,0,0,1155,0,1.0,1,548.0,0.0,50205,0,1,5615.4,0,,502.0,502
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2908,1,2.0,0,766.0,0.0542052384363397,48632,0,0,0.0,0,,504.0,504
0,18,0,0,0,0,0,0,0,0,0,0,0,0,604,0,1.0,0,784.0,0.440445204365984,54877,0,0,0.0,0,,653.0,653
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2989,1,1.0,0,201.0,0.2255293675496186,45077,0,0,0.0,0,,669.0,669
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2915,1,2.0,1,1660.8000000000002,0.2093992459550037,30043,1,1,16214.8,0,,,999
1,22,0,0,0,0,0,0,1,0,0,0,0,0,1497,1,0.0,0,211.0,0.3108280697142392,30734,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2356,2,0.0,0,650.4000000000001,0.5803257745102299,39159,0,1,3059.7,0,,,999
0,18,0,0,0,0,0,1,0,1,0,0,1,0,2521,1,2.0,1,632.0,0.1066191651212438,39534,1,1,9924.6,1,,651.0,651
1,19,0,0,1,0,0,1,0,1,1,1,0,0,646,2,2.0,0,2.4000000000000004,0.0,27390,0,1,8329.3,0,,,999
1,18,0,0,1,0,0,0,0,1,0,1,0,0,372,2,0.0,1,61.6,0.0674972560612653,27610,1,1,2305.8,1,,,999
0,21,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0.0,0,200.8,0.3151051178865426,36095,0,1,6275.5,0,,650.0,650
0,19,0,0,0,0,0,0,1,0,1,0,0,0,1080,1,0.0,1,193.6,0.2417739584025797,54468,0,1,7951.299999999999,0,,626.0,626
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1928,2,0.0,0,60.0,0.0406267884830002,28273,0,1,13366.0,0,,645.0,645
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1995,0,2.0,0,664.0,0.0156041113039183,24251,1,0,0.0,0,,544.0,544
1,22,0,0,0,0,0,0,0,0,0,0,0,0,1359,3,2.0,0,623.0,0.2725741935993901,40871,0,1,10766.0,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,0,1,2376,1,2.0,0,433.6,0.1878181454287724,46231,0,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,1,0,0,1,0,1029,1,1.0,0,320.0,0.3998597450625162,41279,0,0,0.0,1,,571.0,571
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0.0,1,1172.0,0.4191726586353438,27768,0,1,5453.7,0,,,999
1,23,0,0,0,0,0,0,1,0,0,0,1,0,1603,3,3.0,0,843.0,0.4052102941695459,31394,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,1,0,1,1,2936,1,2.0,0,710.0,0.0,27638,0,1,14420.0,0,,618.0,618
1,19,0,0,0,0,0,0,0,0,0,0,1,1,319,2,2.0,0,61.6,0.3410473625244491,48599,1,1,14921.9,0,,,999
1,24,0,0,0,0,0,0,1,0,0,0,0,0,1986,2,0.0,0,822.0,0.495752434963063,27585,0,0,0.0,0,,,999
0,18,0,0,0,0,0,1,0,0,0,0,0,0,2292,1,2.0,0,716.8000000000001,0.684015867925636,35104,0,1,16020.2,0,,585.0,585
1,19,0,0,0,0,0,0,1,1,0,1,0,0,1017,0,2.0,0,709.6,0.444556740052246,27033,0,0,0.0,0,,,999
0,23,0,0,0,0,0,0,0,0,0,0,0,0,2645,1,2.0,0,51.0,0.0,43226,0,0,0.0,0,,512.0,512
0,22,0,0,1,0,0,0,0,1,1,1,0,1,98,2,2.0,0,868.0,0.3707073926999926,47590,0,0,0.0,0,,524.0,524
1,20,0,0,0,0,0,0,0,0,0,0,0,0,580,1,1.0,0,122.4,0.3811766709658803,36100,0,1,1950.2,0,,,999
0,21,0,0,0,0,0,0,1,0,1,0,0,0,1802,3,2.0,0,464.8,0.3293082191649024,41484,0,1,13654.2,0,,567.0,567
0,22,0,0,1,0,0,0,0,1,0,0,1,0,1210,2,1.0,0,34.0,0.3997869176879378,22353,1,0,0.0,0,,634.0,634
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2879,1,0.0,0,428.0,0.540878931261381,33524,0,1,3504.2,0,,,999
0,18,0,0,1,0,0,0,0,1,0,0,0,0,1078,1,2.0,0,473.6,0.0402415302647094,35824,0,1,12997.6,1,,509.0,509
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1352,3,0.0,0,136.0,0.1,23434,0,1,10544.0,0,,595.0,595
1,24,0,0,1,0,0,1,1,1,0,0,1,0,2483,3,3.0,0,38.0,0.3311619083397617,42928,0,1,12038.0,0,,,999
1,19,0,0,0,0,0,1,0,0,1,0,1,0,2659,2,1.0,0,47.2,0.0,45559,1,0,0.0,0,,,999
1,20,0,0,0,0,0,0,0,0,0,0,0,1,1489,3,1.0,1,598.4,0.1502132800871126,24572,0,0,0.0,0,,,999
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1455,3,1.0,0,914.0,0.5021399097152173,24458,0,1,11735.0,0,,653.0,653
0,19,0,0,0,0,0,0,0,0,0,0,0,1,1933,1,1.0,0,536.0,0.0037297724756258,18168,0,1,15114.4,0,,547.0,547
1,19,0,0,0,0,0,0,0,1,0,1,0,0,2375,3,1.0,1,255.2,0.2348907369648517,19042,0,1,8563.1,1,,,999
0,22,0,0,0,0,0,0,1,0,0,0,0,0,1513,2,0.0,0,148.0,0.0516006317251429,46765,0,1,12209.0,0,,586.0,586
0,21,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,2.0,1,1071.2,0.0722266531073014,42709,1,0,0.0,0,,541.0,541
1,25,0,0,0,0,0,0,1,0,0,0,0,0,1244,1,2.0,0,203.0,0.3310098408133263,39676,0,0,0.0,0,,,999
1,25,0,0,0,0,0,0,0,0,0,0,0,0,2425,3,1.0,0,628.0,0.2661294687869696,45598,0,0,0.0,0,,,999
0,23,0,0,1,0,0,0,0,1,0,1,0,0,771,3,3.0,0,164.0,0.3934538431917865,34473,0,0,0.0,0,,593.0,593
1,20,0,0,0,0,0,1,0,0,0,0,1,0,2315,0,2.0,0,601.6,0.251665739782032,49195,1,0,0.0,0,,,999
0,20,0,0,1,0,0,1,0,1,0,0,0,0,493,2,2.0,0,776.0,0.5621082652577207,18763,0,1,13482.7,0,,518.0,518
0,25,0,0,0,0,0,0,1,0,0,0,0,1,1330,3,0.0,0,14.0,0.3656791194750748,20804,0,0,0.0,0,,527.0,527
0,21,0,0,1,0,0,0,0,1,1,1,0,1,1569,3,1.0,1,1170.4,0.3238348066084894,21331,0,1,2050.3,0,,549.0,549
0,24,0,0,0,0,0,0,0,0,0,0,1,1,335,3,2.0,0,281.0,0.3185715104248143,20983,0,0,0.0,0,,554.0,554
1,23,0,0,0,0,0,0,0,0,1,0,1,0,837,0,2.0,0,553.0,0.1240002268443102,22516,0,1,11310.0,0,,,999
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1519,0,1.0,0,919.0,0.6469461389907772,46387,0,1,7965.0,0,,587.0,587
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2766,2,1.0,0,710.0,0.4429934819715215,20130,0,1,4796.0,0,,,999
1,22,0,0,1,0,0,0,0,1,0,0,0,0,573,0,1.0,0,397.0,0.1794001683301945,38751,0,0,0.0,1,,,999
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2813,1,2.0,0,592.0,0.0627474889190301,51625,0,1,15680.0,0,,545.0,545
0,25,0,0,0,0,0,1,0,0,1,0,0,1,563,0,2.0,0,731.0,0.1394323061582263,34721,0,0,0.0,0,,501.0,501
1,20,0,0,0,0,0,0,0,1,0,0,0,0,1374,2,2.0,0,594.4,0.5438041466017958,30286,0,1,10940.3,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,562,2,1.0,0,783.2,0.4567377427041765,24197,1,1,10789.8,0,,,999
0,25,0,0,1,0,0,0,0,1,1,0,1,0,1455,2,1.0,0,374.0,0.2195725400667021,31790,1,0,0.0,0,,603.0,603
0,23,0,0,0,0,0,0,0,1,0,0,0,0,654,1,2.0,0,172.0,0.3522533253643469,21740,0,1,10904.0,1,,505.0,505
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2283,0,1.0,0,790.0,0.1217276176660169,21718,0,1,16483.0,0,,655.0,655
1,20,0,0,0,0,0,0,0,0,0,0,0,0,132,1,2.0,0,661.6,0.0,37989,1,1,5997.599999999999,0,,,999
1,22,0,0,0,0,0,0,0,0,0,0,0,0,2121,1,2.0,0,23.0,0.2887064461847014,30010,0,0,0.0,0,,,999
1,22,0,0,0,0,0,1,0,0,1,0,0,0,2080,3,2.0,0,542.0,0.1615213404258593,37782,1,0,0.0,0,,,999
1,18,0,0,0,0,0,1,0,0,0,0,0,0,2584,3,1.0,0,607.2,0.5318792723040273,54111,0,1,11519.2,0,,,999
0,23,0,0,0,0,0,0,1,0,0,0,0,0,499,0,2.0,0,666.0,0.1143233721257007,48416,0,0,0.0,0,,538.0,538
0,24,0,0,0,0,0,0,0,0,0,0,0,0,2988,3,0.0,0,814.0,0.4903853016131178,29357,0,0,0.0,0,,659.0,659
0,21,0,0,0,0,0,0,0,0,0,0,0,0,2281,0,1.0,0,363.2000000000001,0.291847052052401,23778,0,0,0.0,0,,613.0,613
0,18,0,0,0,0,0,0,0,0,0,0,0,0,2638,0,0.0,0,183.2,0.0920088072084739,44975,0,1,7578.2,0,,678.0,678
0,20,0,0,0,0,0,0,0,0,0,0,0,0,989,3,1.0,0,362.4,0.0,42319,0,1,5792.5,0,,651.0,651
1,23,0,0,0,0,0,1,0,0,1,0,0,0,1324,0,2.0,0,853.0,0.6009824315889996,38967,0,0,0.0,0,,,999
0,20,0,0,0,0,0,0,1,0,0,0,1,1,360,2,2.0,0,252.8,0.3551854280283119,35985,0,0,0.0,0,,609.0,609
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2777,2,0.0,0,334.40000000000003,0.3271130966676788,35681,1,0,0.0,0,,,999
0,21,0,0,1,0,0,0,0,1,0,1,1,1,749,1,0.0,0,284.0,0.175811820065473,32285,0,0,0.0,0,,526.0,526
0,20,0,0,1,0,0,0,0,1,0,1,0,0,481,3,1.0,0,416.8,0.0447804051657473,47396,0,0,0.0,0,,624.0,624
0,24,0,0,0,0,0,0,1,0,0,0,0,1,2040,3,0.0,1,1360.0,0.1677375124266044,33828,0,0,0.0,0,,528.0,528
1,19,0,0,0,0,0,0,1,0,0,0,0,0,2198,2,2.0,0,281.6,0.2315424042639958,46677,0,1,15882.999999999998,0,,,999
1,23,0,0,0,0,0,1,0,0,1,0,1,0,706,1,0.0,0,39.0,0.1205268567373192,30185,0,1,5460.0,0,,,999
0,25,0,0,0,0,0,0,1,1,0,1,1,0,2559,0,1.0,0,113.0,0.2818939577773341,22718,0,0,0.0,0,,596.0,596
1,21,0,0,0,0,0,0,0,0,0,0,0,0,2473,0,0.0,0,612.8000000000001,0.736504509451113,42940,0,1,13230.0,0,,,999
1,22,0,0,0,0,0,0,0,0,1,0,1,0,2470,3,1.0,0,680.0,0.3651552617395218,27962,0,0,0.0,0,,,999
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2145,1,1.0,0,417.6,0.0558633269478406,20941,1,1,10567.9,0,,,999
0,22,0,0,0,0,0,0,1,1,0,1,0,0,2744,2,2.0,0,631.0,0.146788164437487,24444,1,1,5727.0,0,,605.0,605
0,23,0,0,0,0,0,0,0,1,0,1,0,0,2572,3,0.0,0,635.0,0.4005215757539561,18164,0,1,5337.0,0,,619.0,619
0,25,0,0,0,0,0,1,0,0,1,0,1,0,794,3,3.0,0,271.0,0.0211695021116348,42588,0,0,0.0,0,,569.0,569
0,25,0,0,0,0,0,0,0,0,0,0,1,0,1860,2,1.0,0,829.0,0.1224540556950208,49730,0,0,0.0,0,,546.0,546
0,18,0,0,0,0,0,1,0,0,1,0,1,0,214,0,0.0,0,102.4,0.4771445370177437,48283,0,1,14584.499999999998,0,,548.0,548
0,25,0,0,1,0,0,0,1,1,0,0,0,0,1661,0,1.0,0,156.0,0.4936295998796094,38653,0,0,0.0,1,,542.0,542
1,18,0,0,0,0,0,1,0,0,1,0,0,0,2813,2,2.0,1,1260.8000000000002,0.0756857115321999,41907,0,0,0.0,0,,,999
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2020,0,2.0,1,1160.8,0.0,28223,0,0,0.0,0,,676.0,676
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2938,2,2.0,0,105.0,0.5512195394121373,29085,1,1,7873.0,0,,609.0,609
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2503,0,0.0,0,386.4,0.4511738394887123,28507,1,1,6310.5,0,,581.0,581
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1544,3,0.0,0,16.0,0.2513505354067039,38449,0,1,14203.7,0,,,999
0,21,0,0,0,0,0,1,0,0,0,0,0,0,1678,3,3.0,0,280.0,0.2990414404343671,23267,0,1,16169.3,0,,576.0,576
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1715,0,0.0,0,249.6,0.0,40878,0,1,17208.8,0,,595.0,595
1,23,0,0,1,0,0,0,0,1,0,1,0,0,2317,0,2.0,0,612.0,0.3907238760363241,43188,0,1,7906.0,1,,,999
1,19,0,0,0,0,0,1,0,0,0,0,0,1,2498,0,0.0,1,122.4,0.2686822576310177,37949,0,0,0.0,0,,,999
1,25,0,0,0,0,0,1,0,0,1,0,1,0,1762,2,0.0,1,334.0,0.0,20588,0,1,22069.0,0,,,999
1,24,0,0,1,0,0,0,0,1,0,1,0,1,581,2,2.0,0,32.0,0.6725174030022786,27453,0,0,0.0,0,,,999
1,21,0,0,0,0,0,0,0,0,0,0,1,0,2496,2,1.0,0,87.2,0.523708162317378,54060,1,1,8591.8,0,,,999
1,25,0,0,1,0,0,0,1,1,0,1,0,0,2392,1,0.0,0,997.0,0.1965314272130031,19455,0,0,0.0,1,,,999
0,18,0,0,0,0,0,1,1,0,1,0,1,1,2699,2,0.0,0,167.20000000000002,0.0518879278953325,46964,0,1,11170.6,0,,626.0,626
0,20,0,0,0,0,0,0,0,1,0,1,1,1,103,2,2.0,1,874.4000000000001,0.5056907646381739,44685,1,1,6934.2,1,,508.0,508
0,25,0,0,1,0,0,1,0,1,1,0,0,1,2424,1,2.0,0,99.0,0.2643811836958736,39996,0,0,0.0,0,,582.0,582
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2137,1,2.0,0,532.8000000000001,0.0,22383,0,0,0.0,0,,,999
0,18,0,0,0,0,0,0,0,0,0,0,1,0,706,2,1.0,0,444.8,0.3797794515230144,27386,0,0,0.0,0,,644.0,644
0,24,0,0,1,0,0,0,0,1,1,1,0,0,146,2,2.0,0,82.0,0.0471923874972747,36306,0,0,0.0,0,,675.0,675
0,19,0,0,0,0,0,0,0,0,0,0,1,0,1802,2,0.0,0,146.4,0.3393090935599857,47270,1,1,12667.2,0,,571.0,571
0,25,0,0,0,0,0,1,0,0,1,0,0,0,2874,2,2.0,1,1673.0,0.1232676712570426,19868,0,0,0.0,0,,503.0,503
0,21,0,0,1,0,0,0,0,1,0,1,1,0,1001,0,2.0,0,605.6,0.341155770060045,25296,0,0,0.0,0,,556.0,556
0,24,0,0,0,0,0,0,0,0,0,0,0,0,1468,2,1.0,0,201.0,0.2218828200692965,18013,0,1,11388.0,0,,652.0,652
0,18,0,0,1,0,0,0,0,0,0,1,1,1,322,2,1.0,0,543.2,0.0013211694017011,26282,0,1,16583.7,0,,578.0,578
0,23,0,0,0,0,0,0,0,0,0,0,1,0,2763,2,2.0,0,888.0,0.4627593617601799,42975,1,1,5817.0,0,,597.0,597
0,24,0,0,1,0,0,0,0,1,0,1,1,0,2600,1,2.0,1,358.0,0.4055647092457546,34498,0,0,0.0,1,,528.0,528
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2256,3,2.0,0,732.8000000000001,0.064916309653221,39118,0,0,0.0,0,,602.0,602
0,18,0,0,0,0,0,1,0,0,0,0,0,0,852,2,1.0,0,512.8000000000001,0.4953818614650013,47250,1,1,9982.0,0,,675.0,675
0,20,0,0,0,0,0,1,0,0,0,0,0,1,2862,0,1.0,0,276.8,0.217339167535447,33960,0,0,0.0,0,,652.0,652
0,21,0,0,1,0,0,0,0,1,0,0,0,0,2340,1,1.0,0,497.6,0.3610411500689997,46483,0,0,0.0,0,,558.0,558
0,19,0,0,0,0,0,1,0,0,0,0,0,0,1295,3,3.0,0,185.6,0.1883477665600984,32341,0,1,3864.0,0,,614.0,614
